txn_id,timestamp,sender_id,receiver_id,amount,is_suspicious,decision,sender_risk
TXN002826762,2024-01-01 00:00:00.000000,ACC004062,ACC001741,95907.21,1,BLOCK,1.0
TXN002915186,2024-01-01 00:00:00.000000,ACC004524,ACC001082,69381.01,1,BLOCK,1.0
TXN002898136,2024-01-01 00:00:00.000000,ACC002104,ACC004512,80923.38,1,BLOCK,1.0
TXN002910345,2024-01-01 00:00:00.000000,ACC004741,ACC000126,181716.17,1,BLOCK,1.0
TXN002981333,2024-01-01 00:00:00.000000,ACC005922,ACC001936,99312.84,1,BLOCK,1.0
TXN002972469,2024-01-01 00:00:00.000000,ACC005889,ACC004225,86948.6,1,BLOCK,1.0
TXN002961685,2024-01-01 00:00:00.000000,ACC003523,ACC003675,110714.21,1,BLOCK,1.0
TXN002953840,2024-01-01 00:00:00.000000,ACC005231,ACC005891,149354.3,1,BLOCK,1.0
TXN002813910,2024-01-01 00:00:00.000000,ACC004864,ACC001369,47627.68,1,BLOCK,1.0
TXN002954842,2024-01-01 00:00:00.000000,ACC003369,ACC004679,91956.64,1,BLOCK,1.0
TXN002866048,2024-01-01 00:00:00.000000,ACC002578,ACC004449,100000.0,1,BLOCK,1.0
TXN002820328,2024-01-01 00:00:00.000000,ACC003557,ACC013840,41660.35,1,BLOCK,1.0
TXN002831873,2024-01-01 00:00:00.000000,ACC001618,ACC092111,46856.29,1,BLOCK,1.0
TXN002886637,2024-01-01 00:00:00.000000,ACC004919,ACC003427,94843.35,1,BLOCK,1.0
TXN002923816,2024-01-01 00:00:00.000000,ACC000198,ACC005321,39609.16,1,BLOCK,1.0
TXN002897666,2024-01-01 00:00:00.000000,ACC002657,ACC005618,30597.64,1,BLOCK,1.0
TXN002906071,2024-01-01 00:00:00.000000,ACC005490,ACC001810,26205.2,1,BLOCK,1.0
TXN002931640,2024-01-01 00:00:00.000000,ACC002151,ACC005282,62305.99,1,BLOCK,1.0
TXN002884664,2024-01-01 00:00:00.000000,ACC005123,ACC001824,32747.97,1,BLOCK,1.0
TXN002961342,2024-01-01 00:00:00.000000,ACC002813,ACC001516,46735.61,1,BLOCK,1.0
TXN002962924,2024-01-01 00:00:00.000000,ACC004369,ACC006635,42615.79,1,BLOCK,1.0
TXN002854901,2024-01-01 00:00:00.000000,ACC002956,ACC005750,100000.0,1,BLOCK,1.0
TXN002875802,2024-01-01 00:00:00.000000,ACC001339,ACC002384,68897.73,1,BLOCK,1.0
TXN002854976,2024-01-01 00:00:00.000000,ACC004104,ACC002425,52610.83,1,BLOCK,1.0
TXN002837565,2024-01-01 00:00:00.000000,ACC001834,ACC002433,88462.29,1,BLOCK,1.0
TXN002989624,2024-01-01 00:00:00.000000,ACC004663,ACC114044,47041.27,1,BLOCK,1.0
TXN002990046,2024-01-01 00:00:00.000000,ACC001534,ACC082184,39426.8,1,BLOCK,1.0
TXN002967879,2024-01-01 00:00:00.000000,ACC004565,ACC166101,45795.16,1,BLOCK,1.0
TXN002981416,2024-01-01 00:00:00.000000,ACC005741,ACC061419,43739.12,1,BLOCK,1.0
TXN002931132,2024-01-01 00:00:00.000000,ACC005706,ACC000452,14816.91,1,BLOCK,1.0
TXN002943944,2024-01-01 00:00:00.000000,ACC004398,ACC003186,95031.53,1,BLOCK,1.0
TXN002868362,2024-01-01 00:00:00.000000,ACC004706,ACC002874,80042.22,1,BLOCK,1.0
TXN002943886,2024-01-01 00:00:00.000000,ACC001771,ACC005373,43434.44,1,BLOCK,1.0
TXN002833904,2024-01-01 00:00:00.000000,ACC002468,ACC002881,85959.26,1,BLOCK,1.0
TXN002817958,2024-01-01 00:00:00.000000,ACC002431,ACC001838,100000.0,1,BLOCK,1.0
TXN002917756,2024-01-01 00:00:00.000000,ACC000883,ACC103881,45527.63,1,BLOCK,1.0
TXN002848090,2024-01-01 00:00:00.000000,ACC004362,ACC009917,45257.98,1,BLOCK,1.0
TXN002893322,2024-01-01 00:04:35.470575,ACC182059,ACC000222,1756.29,1,BLOCK,0.0
TXN002855846,2024-01-01 00:04:45.969090,ACC172268,ACC000699,11251.44,1,BLOCK,0.0
TXN002873381,2024-01-01 00:31:34.000000,ACC005875,ACC167208,4471.36,0,BLOCK,1.0
TXN002989225,2024-01-01 00:32:31.000000,ACC000855,ACC016080,2212.25,0,BLOCK,1.0
TXN002924252,2024-01-01 00:32:52.175205,ACC103612,ACC004683,11398.63,1,BLOCK,0.0
TXN002854021,2024-01-01 00:34:32.887062,ACC188510,ACC002077,1911.11,1,BLOCK,0.0
TXN002996237,2024-01-01 00:39:15.542616,ACC117269,ACC003652,1941.05,1,BLOCK,0.0
TXN002940352,2024-01-01 00:43:37.774389,ACC125827,ACC001309,10186.21,1,BLOCK,0.0
TXN002876587,2024-01-01 00:45:55.568931,ACC033021,ACC002828,13690.22,1,BLOCK,0.0
TXN002928700,2024-01-01 00:46:42.000000,ACC000874,ACC127585,1750.76,0,BLOCK,1.0
TXN002892582,2024-01-01 00:53:29.000000,ACC002271,ACC198659,251.11,0,BLOCK,1.0
TXN002819709,2024-01-01 00:54:14.717589,ACC098667,ACC001784,14933.76,1,BLOCK,0.0
TXN002813121,2024-01-01 00:56:43.000000,ACC003180,ACC149969,4044.75,0,BLOCK,1.0
TXN002916598,2024-01-01 00:59:36.031603,ACC151362,ACC001181,1871.78,1,BLOCK,0.0
TXN002858413,2024-01-01 01:01:09.129675,ACC129563,ACC005845,14464.98,1,BLOCK,0.0
TXN002843671,2024-01-01 01:01:57.786426,ACC084227,ACC001589,10212.43,1,BLOCK,0.0
TXN002848091,2024-01-01 01:10:22.375036,ACC004362,ACC096541,45316.02,1,BLOCK,1.0
TXN002917757,2024-01-01 01:11:54.930979,ACC000883,ACC087489,45212.73,1,BLOCK,1.0
TXN002897312,2024-01-01 01:12:50.026854,ACC000847,ACC114515,60453.44,1,BLOCK,1.0
TXN002988100,2024-01-01 01:15:21.216491,ACC121101,ACC003554,1947.99,1,BLOCK,0.0
TXN002935982,2024-01-01 01:17:09.000000,ACC005143,ACC061012,95.93,0,BLOCK,1.0
TXN002944127,2024-01-01 01:18:55.162283,ACC022033,ACC002686,1086.38,1,BLOCK,0.0
TXN002876584,2024-01-01 01:24:35.000976,ACC099755,ACC002828,12003.18,1,BLOCK,0.0
TXN002962925,2024-01-01 01:24:48.015204,ACC004369,ACC137683,42646.48,1,BLOCK,1.0
TXN002870219,2024-01-01 01:25:44.124740,ACC011765,ACC003029,405.51,1,BLOCK,0.0
TXN002996266,2024-01-01 01:36:38.119954,ACC044508,ACC003652,341.49,1,BLOCK,0.0
TXN002915002,2024-01-01 01:38:17.000000,ACC003198,ACC142488,419.0,0,BLOCK,1.0
TXN002960296,2024-01-01 01:38:44.000000,ACC004983,ACC200794,398.84,0,BLOCK,1.0
TXN002981418,2024-01-01 01:42:40.593482,ACC005741,ACC091182,43893.36,1,BLOCK,1.0
TXN002858436,2024-01-01 01:43:46.320388,ACC005845,ACC017030,215236.41,1,BLOCK,1.0
TXN002858432,2024-01-01 01:50:16.569793,ACC128820,ACC005845,14958.24,1,BLOCK,0.0
TXN002990047,2024-01-01 01:57:43.818454,ACC001534,ACC125280,39351.96,1,BLOCK,1.0
TXN002925761,2024-01-01 01:58:10.121396,ACC049364,ACC003975,12389.8,1,BLOCK,0.0
TXN002988109,2024-01-01 01:58:44.044977,ACC138452,ACC003554,1015.19,1,BLOCK,0.0
TXN002912098,2024-01-01 01:59:29.157496,ACC164536,ACC004773,12335.36,1,BLOCK,0.0
TXN002904116,2024-01-01 02:03:44.403538,ACC106473,ACC006096,14607.44,1,BLOCK,0.0
TXN002898258,2024-01-01 02:09:15.112675,ACC093575,ACC004689,11612.93,1,BLOCK,0.0
TXN002854032,2024-01-01 02:10:01.289728,ACC177003,ACC002077,1836.51,1,BLOCK,0.0
TXN002831876,2024-01-01 02:16:32.877212,ACC001618,ACC060511,46951.0,1,BLOCK,1.0
TXN002988085,2024-01-01 02:16:58.496554,ACC176691,ACC003554,1500.2,1,BLOCK,0.0
TXN002896654,2024-01-01 02:20:19.000000,ACC001288,ACC080259,463.11,0,BLOCK,1.0
TXN002953841,2024-01-01 02:21:47.267589,ACC005891,ACC003142,100000.0,1,BLOCK,1.0
TXN002940364,2024-01-01 02:23:56.255660,ACC074087,ACC001309,11057.52,1,BLOCK,0.0
TXN002848093,2024-01-01 02:24:01.543464,ACC004362,ACC096541,45501.38,1,BLOCK,1.0
TXN002939268,2024-01-01 02:26:12.283260,ACC121579,ACC002000,587.96,1,BLOCK,0.0
TXN002833692,2024-01-01 02:34:07.013697,ACC126474,ACC003282,11474.57,1,BLOCK,0.0
TXN002833699,2024-01-01 02:34:21.816536,ACC136291,ACC003282,12050.08,1,BLOCK,0.0
TXN002868363,2024-01-01 02:34:53.389964,ACC002874,ACC002922,77640.96,1,BLOCK,1.0
TXN002897304,2024-01-01 02:35:45.122756,ACC035129,ACC000847,11260.16,1,BLOCK,0.0
TXN002833706,2024-01-01 02:36:47.104153,ACC071774,ACC003282,13316.77,1,BLOCK,0.0
TXN002858422,2024-01-01 02:37:11.182367,ACC133286,ACC005845,14895.51,1,BLOCK,0.0
TXN002858418,2024-01-01 02:39:15.873789,ACC179703,ACC005845,13680.53,1,BLOCK,0.0
TXN002847116,2024-01-01 02:41:04.000000,ACC001243,ACC118291,379.01,0,BLOCK,1.0
TXN002897667,2024-01-01 02:46:33.464917,ACC005618,ACC030790,28397.23,1,BLOCK,1.0
TXN002917758,2024-01-01 02:53:47.351898,ACC000883,ACC103881,45538.52,1,BLOCK,1.0
TXN002813911,2024-01-01 02:57:25.364757,ACC001369,ACC066610,44830.54,1,BLOCK,1.0
TXN002958972,2024-01-01 03:00:20.465290,ACC186078,ACC005418,13730.58,1,BLOCK,0.0
TXN002923817,2024-01-01 03:03:15.011058,ACC005321,ACC005227,38420.89,1,BLOCK,1.0
TXN002917761,2024-01-01 03:04:35.102094,ACC000883,ACC079911,45445.85,1,BLOCK,1.0
TXN002939288,2024-01-01 03:08:09.226540,ACC182155,ACC002000,693.86,1,BLOCK,0.0
TXN002943398,2024-01-01 03:10:19.000000,ACC002331,ACC059776,1548.48,0,BLOCK,1.0
TXN002854036,2024-01-01 03:13:00.033669,ACC108385,ACC002077,1324.25,1,BLOCK,0.0
TXN002897302,2024-01-01 03:13:20.590370,ACC133262,ACC000847,14426.19,1,BLOCK,0.0
TXN002989625,2024-01-01 03:15:21.014312,ACC004663,ACC144772,47091.43,1,BLOCK,1.0
TXN002916624,2024-01-01 03:16:45.601840,ACC024632,ACC001181,321.31,1,BLOCK,0.0
TXN002967880,2024-01-01 03:22:01.727793,ACC004565,ACC122158,45878.36,1,BLOCK,1.0
